PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,ALL_STAR
1628420,Monte Morris,WAS,28.0,62,28,34,0.452,27.4,4.0,8.3,0.48,1.3,3.3,0.382,1.0,1.2,0.831,0.4,3.0,3.4,5.3,1.0,0.7,0.2,0.3,1.2,1.2,10.3,0.1,0
1626149,Montrezl Harrell,PHI,29.0,57,35,22,0.614,11.9,2.2,3.7,0.598,0.0,0.1,0.0,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.6,0.3,0.4,0.3,1.3,1.7,5.6,0.3,0
1629021,Moritz Wagner,ORL,26.0,57,27,30,0.474,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.7,3.2,0.841,1.2,3.3,4.5,1.5,1.2,0.6,0.2,0.5,2.4,2.6,10.5,-0.5,0
1629650,Moses Brown,LAC,23.0,36,17,19,0.472,8.2,1.7,2.7,0.635,0.0,0.0,0.0,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.4,0.1,0.4,0.3,1.1,1.4,4.3,0.8,0
1630541,Moses Moody,GSW,21.0,63,37,26,0.587,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.5,0.3,0.1,0.2,0.9,0.9,4.8,-0.1,0
1631217,Moussa Diabaté,LAC,21.0,22,10,12,0.455,8.9,1.1,2.1,0.511,0.0,0.1,0.5,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.4,0.3,0.4,0.3,0.7,0.7,2.7,-1.0,0
1626167,Myles Turner,IND,27.0,62,29,33,0.468,29.4,6.5,11.8,0.548,1.5,4.0,0.373,3.5,4.5,0.783,1.4,6.1,7.5,1.4,1.7,0.6,2.3,0.5,3.5,4.1,18.0,-0.8,0
1630230,Naji Marshall,NOP,25.0,77,40,37,0.519,23.3,3.2,7.4,0.433,0.9,2.8,0.303,1.8,2.3,0.789,0.6,3.0,3.6,2.5,1.3,0.7,0.2,0.5,1.5,1.7,9.1,0.1,0
1629642,Nassir Little,POR,23.0,54,22,32,0.407,18.1,2.5,5.6,0.442,1.1,2.9,0.367,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.7,0.4,0.4,0.4,1.2,0.7,6.6,-3.5,0
1631466,Nate Williams,POR,24.0,5,1,4,0.2,25.3,4.8,7.8,0.615,0.6,1.6,0.375,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.8,0.6,0.4,0.4,2.6,0.4,10.6,-7.6,0
